NAME,LNG,LAT,ADDRESS,ADDRESS2,CITY,STATE,Zipcode,Hospitals_near,TYPE,STATUS,NAICS_DESC,ALT_NAME,OWNER,TTL_STAFF,BEDS,TRAUMA
BELLIN PSYCHIATRIC CTR,-88.01625509799999,44.48431467300002,301 E ST JOSEPH ST,NOT AVAILABLE,GREEN BAY,WI,54301.0,7.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,80.0,NOT AVAILABLE
ST VINCENT HSPTL,-88.01234487399996,44.50113003400003,835 S VAN BUREN ST,NOT AVAILABLE,GREEN BAY,WI,54301.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,517.0,II
BURNETT MED CTR,-92.68689511299999,45.77495985600007,257 W ST GEORGE AVE,NOT AVAILABLE,GRANTSBURG,WI,54840.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
CALUMET MEDICAL CTR,-88.15319091899995,44.02537514500005,614 MEMORIAL DR,NOT AVAILABLE,CHILTON,WI,53014.0,10.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MAYO CLINIC HEALTH SYSTEM- CHIPPEWA VALLEY  INC,-91.50148324799991,45.10167720800007,1501 THOMPSON ST,NOT AVAILABLE,BLOOMER,WI,54724.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
OUR LADY OF VICTORY HSPTL,-90.91889975499998,44.953582087000015,1120 PINE ST,NOT AVAILABLE,STANLEY,WI,54768.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,24.0,NOT AVAILABLE
MERITER CHILD AND ADOLESCENT PSYCH HOSPITAL,-89.52500622499996,43.01915336700006,202 S PARK ST,NOT AVAILABLE,MADISON,WI,53719.0,10.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,22.0,NOT AVAILABLE
MERITER HSPTL,-89.40158431199998,43.06521176200005,202 S PARK ST,NOT AVAILABLE,MADISON,WI,53715.0,11.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,426.0,III
ST MARYS HOSPITAL,-89.40142921499996,43.05933846400006,700 SOUTH PARK ST,NOT AVAILABLE,MADISON,WI,53715.0,11.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,440.0,NOT AVAILABLE
MEMORIAL MEDICAL CENTER - ASHLAND,-90.88841722399995,46.56863846500005,1615 MAPLE LN,NOT AVAILABLE,ASHLAND,WI,54806.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,35.0,NOT AVAILABLE
CUMBERLAND MEMORIAL HOSPITAL,-92.02858961799996,45.53084997300004,1110 7TH AVENUE,NOT AVAILABLE,CUMBERLAND,WI,54829.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
WAUPUN MEM HSPTL,-88.74562166799996,43.63165483400008,620 W BROWN ST,NOT AVAILABLE,WAUPUN,WI,53963.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MINISTRY DOOR COUNTY MEDICAL CENTER,-87.35333553399995,44.83270269800005,323 SOUTH 18TH AVENUE,NOT AVAILABLE,STURGEON BAY,WI,54235.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
ST JOSEPH HOSPITAL DBA LIBERTAS,-88.06358371299996,44.53382024800004,1701 DOUSMAN ST,NOT AVAILABLE,GREEN BAY,WI,54303.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,24.0,NOT AVAILABLE
ST MARYS HSPTL MED CTR,-88.06609037099994,44.53276298100007,1726 SHAWANO AVE,NOT AVAILABLE,GREEN BAY,WI,54303.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,158.0,NOT AVAILABLE
ST JOSEPHS HSPTL,-91.35982546299992,44.950624695000045,2661 CTY HWY I,NOT AVAILABLE,CHIPPEWA FALLS,WI,54729.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,193.0,NOT AVAILABLE
MERCY HOSPITAL ROGERS,-94.18297802,36.30899285300006,2710 RIFE MEDICAL LANE,NOT AVAILABLE,ROGERS,AR,72758.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NOT AVAILABLE,-999.0,-999.0,LEVEL III
SACRED HEART HSPTL,-91.510666756,44.794465774000045,900 W CLAIREMONT AVE,NOT AVAILABLE,EAU CLAIRE,WI,54701.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,344.0,NOT AVAILABLE
MEMORIAL MEDICAL CTR,-90.60787493699995,44.55788670900005,216 SUNSET PLACE,NOT AVAILABLE,NEILLSVILLE,WI,54456.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
COLUMBUS COM HSPTL,-89.03537068399997,43.32260735400007,1515 PARK AVE,NOT AVAILABLE,COLUMBUS,WI,53925.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
DIVINE SAVIOR HLTHCARE,-89.46651060099998,43.56694998500006,2817 NEW PINERY RD,NOT AVAILABLE,PORTAGE,WI,53901.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,73.0,NOT AVAILABLE
PRAIRIE DU CHIEN MEMORIAL HOSPITAL,-91.13768750599995,43.044603705000036,705 E TAYLOR ST,NOT AVAILABLE,PRAIRIE DU CHIEN,WI,53821.0,5.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
RIPON MED CTR,-88.83673383399997,43.83469233500006,933 NEWBURY ST,NOT AVAILABLE,RIPON,WI,54971.0,8.0,GENERAL ACUTE CARE,CLOSED,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,IV
UNIVERSITY OF WI HOSPITALS & CLINICS AUTHORITY,-89.43184713699995,43.076585409000074,600 HIGHLAND AVENUE,NOT AVAILABLE,MADISON,WI,53792.0,10.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,648.0,I
STOUGHTON HOSPITAL,-89.21074435199995,42.92022461900005,900 RIDGE ST,NOT AVAILABLE,STOUGHTON,WI,53589.0,12.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,35.0,NOT AVAILABLE
UW HLTH PARTNERS - WATERTOWN REGIONAL MEDICAL CTR,-88.69685245799995,43.19909065300003,125 HOSPITAL DR,NOT AVAILABLE,WATERTOWN,WI,53098.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,95.0,NOT AVAILABLE
ST MARYS HSPTL SUPERIOR,-92.102632106,46.69757314900004,3500 TOWER AVE,NOT AVAILABLE,SUPERIOR,WI,54880.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
MAYO CLINIC HEALTH SYSTEM EAU CLAIRE HOSPITAL,-91.51231466199994,44.81280468600005,1221 WHIPPLE ST,NOT AVAILABLE,EAU CLAIRE,WI,54703.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,304.0,II
ST AGNES HSPTL,-88.43096364499996,43.77757679200003,430 E DIVISON ST,NOT AVAILABLE,FOND DU LAC,WI,54935.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,151.0,NOT AVAILABLE
GRANT REG HLTH CTR,-90.70886310199995,42.84390755200007,507 S MONROE ST,NOT AVAILABLE,LANCASTER,WI,53813.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
SOUTHWEST HEALTH CARE GEROPSYCH UNIT,-90.47913063600001,42.74493367300004,1185 NORTH ELM STREET,NOT AVAILABLE,PLATTEVILLE,WI,53818.0,7.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,10.0,NOT AVAILABLE
BERLIN MEMORIAL HOSPITAL,-88.94122635999996,43.97847715400008,225 MEMORIAL DRIVE,NOT AVAILABLE,BERLIN,WI,54923.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
SOUTHWEST HEALTH CENTER INC,-90.45815649099994,42.719631217000014,1400 EAST SIDE RD,NOT AVAILABLE,PLATTEVILLE,WI,53818.0,7.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
THE MONROE CLINIC,-89.63462443999998,42.60856042100005,2005 5TH STREET,NOT AVAILABLE,MONROE,WI,53566.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,95.0,UNCLASSIFIED
UPLAND HILLS HLTH,-90.12946276899996,42.95132396100007,800 COMPASSION WAY,NOT AVAILABLE,DODGEVILLE,WI,53533.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
FORT HEALTHCARE,-88.82797680999997,42.931103930000056,611 SHERMAN AVE E,NOT AVAILABLE,FORT ATKINSON,WI,53538.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,82.0,NOT AVAILABLE
BLACK RIVER MEM HSPTL,-90.85515143599994,44.30324109700007,711 W ADAMS ST,NOT AVAILABLE,BLACK RIVER FALLS,WI,54615.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
UNITED HSPTL SYS,-87.819781463,42.578137922000046,6308 EIGHTH AVE,NOT AVAILABLE,KENOSHA,WI,53143.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,315.0,NOT AVAILABLE
MILE BLUFF MEDICAL CENTER INC,-90.07515586799995,43.782835447000025,1050 DIVISION ST,NOT AVAILABLE,MAUSTON,WI,53948.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,40.0,NOT AVAILABLE
AURORA MED CTR KENOSHA,-87.93546502299994,42.56939681500005,10400 75TH ST,NOT AVAILABLE,KENOSHA,WI,53142.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,74.0,NOT AVAILABLE
UNITED HOSPITAL SYS ST CATHERINES CAMPUS,-87.92432114199993,42.56451589500005,9555 76TH ST,NOT AVAILABLE,PLEASANT PRAIRIE,WI,53158.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,128.0,NOT AVAILABLE
GUNDERSEN LUTH MED CTR,-91.246967163,43.794586024000075,1910 SOUTH AVE,NOT AVAILABLE,LA CROSSE,WI,54601.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,325.0,II
MAYO CLINIC HLTH SYSTEM- FRANCISCAN MED CTR,-91.24030403299996,43.80394793200003,700 WEST AVENUE SOUTH,NOT AVAILABLE,LA CROSSE,WI,54601.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,331.0,NOT AVAILABLE
ASPIRUS LANGLADE HOSPITAL,-89.140337588,45.14037208200005,112 E FIFTH ST,NOT AVAILABLE,ANTIGO,WI,54409.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,81.0,NOT AVAILABLE
ASPIRUS WAUSAU HOSPITAL,-89.66789021299999,44.96584185100005,333 PINE RIDGE BLVD,NOT AVAILABLE,WAUSAU,WI,54401.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,325.0,II
GOOD SAMARITAN HLTH CTR,-89.68183127599998,45.17563253700008,601 S CENTER AVE,NOT AVAILABLE,MERRILL,WI,54452.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
HOLY FAMILY MEMORIAL INC,-87.67649577699996,44.09465465800008,2300 WESTERN AVE PO BOX 1450,NOT AVAILABLE,MANITOWOC,WI,54221.0,4.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,167.0,NOT AVAILABLE
AURORA MED CTR MANITOWOC CTY,-87.61945613299997,44.125367829000034,5000 MEMORIAL DR,NOT AVAILABLE,TWO RIVERS,WI,54241.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,69.0,NOT AVAILABLE
ST CLARES HOSPITAL OF WESTON INC,-89.58014598799997,44.89018231100005,3400 MINISTRY PARKWAY,NOT AVAILABLE,WESTON,WI,54476.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,99.0,NOT AVAILABLE
BAY AREA MED CTR,-87.61769652699995,45.07196868000005,3100 SHORE DR,NOT AVAILABLE,MARINETTE,WI,54143.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,99.0,III
MAYO CLINIC HEALTH SYSTEM - RED CEDAR INC,-91.90156740599994,44.88298523900004,2321 STOUT RD,NOT AVAILABLE,MENOMONIE,WI,54751.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,-87.95406810399997,42.860012580000046,10101 SOUTH 27TH STREET,NOT AVAILABLE,FRANKLIN,WI,53132.0,34.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,52.0,NOT AVAILABLE
AURORA ST LUKES MED CTR SOUTH SHORE,-87.85117277499997,42.93633906900003,5900 S LAKE DR,NOT AVAILABLE,CUDAHY,WI,53110.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,275.0,NOT AVAILABLE
AURORA ST LUKES MEDICAL CENTER,-87.95021077399997,42.98962622700002,2900 W OKLAHOMA AVE,NOT AVAILABLE,MILWAUKEE,WI,53215.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,938.0,NOT AVAILABLE
FROEDTERT MEM LUTHERAN HSPTL,-88.02461255599997,43.040861555000035,9200 W WISCONSIN AVE,NOT AVAILABLE,MILWAUKEE,WI,53226.0,36.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,596.0,NOT AVAILABLE
SELECT SPEC HOSPITAL ST LUKES CAMPUS,-87.95025176999997,42.98882817300006,2900 W OKLAHOMA AVE,4TH FL,MILWAUKEE,WI,53215.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,29.0,NOT AVAILABLE
AURORA SINAI MEDICAL CENTER,-87.927810903,43.04249013500003,945 N 12TH ST,NOT AVAILABLE,MILWAUKEE,WI,53223.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,386.0,IV
CHILDRENS HSPTL OF WISCONSIN,-88.02422264299997,43.03846932400006,9000 W WISCONSIN AVE,NOT AVAILABLE,MILWAUKEE,WI,53226.0,36.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,306.0,I
COLUMBIA ST MARYS HOSPITAL MILWAUKEE,-87.88009032899998,43.06116329300005,2323 N LAKE DR,NOT AVAILABLE,MILWAUKEE,WI,53211.0,32.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,422.0,IV
WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,-87.93465729199993,42.98565774900003,3237 S 16TH ST,NOT AVAILABLE,MILWAUKEE,WI,53215.0,33.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,260.0,NOT AVAILABLE
SACRED HEART REHAB INST,-87.88366036299999,43.060816227000025,2301 NORTH LAKE DRIVE,NOT AVAILABLE,MILWAUKEE,WI,53211.0,32.0,REHABILITATION,OPEN,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",NOT AVAILABLE,NON-PROFIT,-999.0,31.0,NOT AVAILABLE
WHEATON FRANCISCAN INC- ST JOSEPH,-87.97607340399998,43.074120253000046,5000 W CHAMBERS ST,NOT AVAILABLE,MILWAUKEE,WI,53210.0,34.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,538.0,NOT AVAILABLE
AURORA PSYCHIATRIC HSPTL,-88.007716433,43.04676509800004,1220 DEWEY AVE,NOT AVAILABLE,WAUWATOSA,WI,53213.0,36.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,105.0,NOT AVAILABLE
AURORA WEST ALLIS MEDICAL CENTER,-88.02347389099998,43.001425045000076,8901 W LINCOLN AVE,NOT AVAILABLE,WEST ALLIS,WI,53227.0,36.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,350.0,NOT AVAILABLE
ROGERS MEM HOSPITAL MILWAUKEE,-88.05139456999996,43.001466807000035,11101 W LINCOLN AVE,NOT AVAILABLE,WEST ALLIS,WI,53227.0,36.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,81.0,NOT AVAILABLE
TOMAH MEM HSPTL,-90.51535327999994,43.984000736000034,321 BUTTS AVE,NOT AVAILABLE,TOMAH,WI,54660.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
BELLIN HEALTH OCONTO HOSPITAL,-87.86555418299997,44.89638033400007,820 ARBUTUS AVE-PO BOX 357,NOT AVAILABLE,OCONTO,WI,54153.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,10.0,NOT AVAILABLE
HOWARD YOUNG MED CTR,-89.70253851899997,45.893504274000065,240 MAPLE ST PO BOX 470,NOT AVAILABLE,WOODRUFF,WI,54568.0,2.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,99.0,NOT AVAILABLE
MINISTRY ST MARYS HOSPITAL,-89.37482658899995,45.63947041300002,2251 NORTH SHORE DR,NOT AVAILABLE,RHINELANDER,WI,54501.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,73.0,NOT AVAILABLE
APPLETON MED CTR,-88.39381629799999,44.278460659000075,1818 N MEADE ST,NOT AVAILABLE,APPLETON,WI,54911.0,13.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,160.0,NOT AVAILABLE
ST. ELIZABETH HOSPITAL,-88.40250967499996,44.24825123900006,1506 S ONEIDA ST,NOT AVAILABLE,APPLETON,WI,54915.0,8.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,332.0,NOT AVAILABLE
AURORA MEDICAL CENTER,-87.92817153599998,43.323652090000046,975 PORT WASHINGTON ROAD,NOT AVAILABLE,GRAFTON,WI,53024.0,24.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,127.0,NOT AVAILABLE
COLUMBIA CENTER,-87.92615796199999,43.256677929000034,13125 N PORT WASHINGTON RD,NOT AVAILABLE,MEQUON,WI,53097.0,30.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,17.0,NOT AVAILABLE
CHIPPEWA VALLEY HSPTL,-91.96233292199993,44.62050753700004,1220 3RD AVE W PO BOX 224,NOT AVAILABLE,DURAND,WI,54736.0,3.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
RIVER FALLS AREA HSPTL,-92.60272076399998,44.864675076000026,1629 E DIVISION ST,NOT AVAILABLE,RIVER FALLS,WI,54022.0,9.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
AMERY REGIONAL MEDICAL CENTER,-92.360915832,45.296828098000056,265 GRIFFIN STREET EAST,NOT AVAILABLE,AMERY,WI,54001.0,6.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
ARMC BEHAVIORAL HEALTH CENTER,-92.36616470999996,45.302448416000054,230 DERONDA STREET,NOT AVAILABLE,AMERY,WI,54001.0,6.0,PSYCHIATRIC,OPEN,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",NOT AVAILABLE,NON-PROFIT,-999.0,10.0,NOT AVAILABLE
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,-89.56709621499992,44.52643184100001,900 ILLINOIS AVE,NOT AVAILABLE,STEVENS POINT,WI,54481.0,1.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,94.0,NOT AVAILABLE
ST CROIX REG MED CTR,-92.64257811699996,45.40903243100007,235 STATE STREET,NOT AVAILABLE,SAINT CROIX FALLS,WI,54024.0,5.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
FLAMBEAU HSPTL,-90.44146646499996,45.93031535500007,98 SHERRY AVE,NOT AVAILABLE,PARK FALLS,WI,54552.0,0.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,25.0,NOT AVAILABLE
AURORA MEMORIAL HSPTL BURLINGTON,-88.28118661099997,42.672823908000055,252 MCHENRY ST,NOT AVAILABLE,BURLINGTON,WI,53105.0,15.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,123.0,IV
WHEAT FRAN HLTHCARE-ALL SAINTS INC,-87.78420336999994,42.71587563200006,1320 WISCONSIN AVE,NOT AVAILABLE,RACINE,WI,53403.0,21.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,239.0,NOT AVAILABLE
WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,-87.82650281,42.731650446000046,3801 SPRING ST,NOT AVAILABLE,RACINE,WI,53405.0,28.0,GENERAL ACUTE CARE,OPEN,GENERAL MEDICAL AND SURGICAL HOSPITALS,NOT AVAILABLE,NON-PROFIT,-999.0,314.0,III
