NAME,ADDRESS,CITY,STATE,ZIP,TYPE,STATUS,COUNTRY,LATITUDE,LONGITUDE,,,,,,,,,,,,,,,,,,
"BLUE RIDGE REGIONAL HOSPITAL, INC",125 HOSPITAL DRIVE,SPRUCE PINE,NC,28777,GENERAL ACUTE CARE,OPEN,USA,35.91099,-82.06277435,,,,,,,,,,,,,,,,,,
FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,520 ALLEN STREET,TROY,NC,27371,GENERAL ACUTE CARE,OPEN,USA,35.36481124,-79.8903683,,,,,,,,,,,,,,,,,,
FIRSTHEALTH MOORE REG. HOSP. AND PINEHURST TREATMENT,155 MEMORIAL DRIVE,PINEHURST,NC,28374,GENERAL ACUTE CARE,OPEN,USA,35.20529935,-79.45643853,,,,,,,,,,,,,,,,,,
DAVIE COUNTY HOSPITAL,223 HOSPITAL STREET,MOCKSVILLE,NC,27028,GENERAL ACUTE CARE,OPEN,USA,35.8993762,-80.57179142,,,,,,,,,,,,,,,,,,
CAPE FEAR VALLEY MEDICAL CENTER,1638 OWEN DRIVE,FAYETTEVILLE,NC,28302,GENERAL ACUTE CARE,OPEN,USA,35.03183873,-78.93305368,,,,,,,,,,,,,,,,,,
HIGHSMITH-RAINEY MEMORIAL HOSPITAL,150 ROBESON STREET,FAYETTEVILLE,NC,28301,GENERAL ACUTE CARE,OPEN,USA,35.05430317,-78.8881543,,,,,,,,,,,,,,,,,,
THE OUTER BANKS HOSPITAL,4800 SOUTH CROATAN HIGHWAY,NAGS HEAD,NC,27959,GENERAL ACUTE CARE,OPEN,USA,35.9398365,-75.61764914,,,,,,,,,,,,,,,,,,
LEXINGTON MEMORIAL HOSPITAL,250 HOSPITAL DRIVE,LEXINGTON,NC,27293,GENERAL ACUTE CARE,OPEN,USA,35.80615015,-80.28673542,,,,,,,,,,,,,,,,,,
ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28541,GENERAL ACUTE CARE,OPEN,USA,34.76275933,-77.38498682,,,,,,,,,,,,,,,,,,
UNIVERSITY OF NORTH CAROLINA HOSPITALS,101 MANNING DR,CHAPEL HILL,NC,27514,GENERAL ACUTE CARE,OPEN,USA,35.9045427,-79.04968923,,,,,,,,,,,,,,,,,,
CAROLINA EAST HEALTH SYSTEM,2000 NEUSE BLVD,NEW BERN,NC,28561,GENERAL ACUTE CARE,OPEN,USA,35.11340193,-77.06594289,,,,,,,,,,,,,,,,,,
COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,GENERAL ACUTE CARE,OPEN,USA,34.33773429,-78.69412409,,,,,,,,,,,,,,,,,,
CRAWLEY MEMORIAL HOSPITAL,315 WEST COLLEGE AVENUE,SHELBY,NC,28017,GENERAL ACUTE CARE,CLOSED,USA,35.24985309,-81.67641059,,,,,,,,,,,,,,,,,,
CHEROKEE INDIAN HOSPITAL AUTHORITY,1 HOSPITAL ROAD,CHEROKEE,NC,28719,CRITICAL ACCESS,OPEN,USA,35.48485497,-83.3233844,,,,,,,,,,,,,,,,,,
NAVAL HOSPITAL CAMP LEJEUNE,100 BREWSTER BLVD,CAMP LEJEUNE,NC,28547,MILITARY,OPEN,USA,34.72306625,-77.35805206,,,,,,,,,,,,,,,,,,
WOMACK ARMY MEDICAL CENTER,2817 REILLY RD,FORT BRAGG,NC,28307,MILITARY,OPEN,USA,35.14562624,-79.00217023,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - DURHAM,508 FULTON ST,DURHAM,NC,27705,MILITARY,OPEN,USA,36.00951207,-78.93883233,,,,,,,,,,,,,,,,,,
VA MEDICAL CENTER - FAYETTEVILLE,2300 RAMSEY ST,FAYETTEVILLE,NC,28301,MILITARY,OPEN,USA,35.08782262,-78.87695584,,,,,,,,,,,,,,,,,,
CHARLES GEORGE VA MEDICAL CENTER,1100 TUNNEL RD,ASHEVILLE,NC,28805,MILITARY,OPEN,USA,35.58861379,-82.48354085,,,,,,,,,,,,,,,,,,
W. G. (BILL) HEFNER VA MEDICAL CENTER,1601 BRENNER AVE,SALISBURY,NC,28144,MILITARY,OPEN,USA,35.68419984,-80.48815776,,,,,,,,,,,,,,,,,,
KERNERSVILLE MEDICAL CENTER-ER,1750 KERNERSVILLE MEDICAL PKWY,KERNERSVILLE,NC,27284,GENERAL ACUTE CARE,CLOSED,USA,36.09096032,-80.04415038,,,,,,,,,,,,,,,,,,
NOVANT HEALTH BRUNSWICK MEDICAL CENTER,240 HOSPITAL DR NE,BOLIVIA,NC,28422,GENERAL ACUTE CARE,OPEN,USA,34.03136121,-78.26144541,,,,,,,,,,,,,,,,,,
WAKEMED APEX HEALTHPLEX,120 HEALTHPLEX WAY,APEX,NC,27502,GENERAL ACUTE CARE,OPEN,USA,35.73892301,-78.86762252,,,,,,,,,,,,,,,,,,
CAROLINAS HEALTHCARE SYSTEM - ANSON,2301 US HIGHWAY 74 WEST,WADESBORO,NC,28170,GENERAL ACUTE CARE,OPEN,USA,34.97772188,-80.11008562,,,,,,,,,,,,,,,,,,
CAPE FEAR VALLEY HOKE HOSPITAL,201 MEDICAL PAVILION DRIVE,RAEFORD,NC,28376,GENERAL ACUTE CARE,OPEN,USA,35.02973391,-79.10759204,,,,,,,,,,,,,,,,,,
CAROLINAS CONTINUECARE AT KINGS MOUNTAIN,706 WEST KING STREET,KINGS MOUNTAIN,NC,28086,LONG TERM CARE,OPEN,USA,35.24186511,-81.35654875,,,,,,,,,,,,,,,,,,
CAROLINAS REHABILITATION - NORTHEAST,487 LAKE CONCORD ROAD,CONCORD,NC,28025,REHABILITATION,OPEN,USA,35.44281606,-80.60084365,,,,,,,,,,,,,,,,,,
FIRSTHEALTH MOORE REGIONAL HOSPITAL - HOKE CAMPUS,6408 FAYETTEVILLE ROAD,RAEFORD,NC,28376,GENERAL ACUTE CARE,OPEN,USA,35.02100061,-79.14921866,,,,,,,,,,,,,,,,,,
CAROLINA CONTINUECARE AT UNIVERSITY,8800 NORTH TRYON ST,CHARLOTTE,NC,28217,LONG TERM CARE,OPEN,USA,35.30675743,-80.74772609,,,,,,,,,,,,,,,,,,
CAROLINA CONTINUECARE AT PINEVILLE,10648 PARK ROAD,CHARLOTTE,NC,28210,LONG TERM CARE,OPEN,USA,35.09082721,-80.87122558,,,,,,,,,,,,,,,,,,
SELECT SPECIALTY HOSPITAL - WINSTON SALEM,3333 SILAS CREEK PARKWAY,WINSTON SALEM,NC,27103,GENERAL ACUTE CARE,OPEN,USA,36.07472236,-80.29752273,,,,,,,,,,,,,,,,,,
SELECT SPECIALTY HOSPITAL - DURHAM,3643 NORTH ROXBORO STREET,DURHAM,NC,27704,GENERAL ACUTE CARE,OPEN,USA,36.03749791,-78.9006067,,,,,,,,,,,,,,,,,,
SELECT SPECIALTY HOSPITAL - GREENSBORO,1200 NORTH ELM STREET,GREENSBORO,NC,27401,GENERAL ACUTE CARE,OPEN,USA,36.09101799,-79.78604811,,,,,,,,,,,,,,,,,,
CAROLINAS HEALTHCARE SYSTEM STANLY,301 YADKIN STREET,ALBEMARLE,NC,28002,GENERAL ACUTE CARE,OPEN,USA,35.3644432,-80.19482266,,,,,,,,,,,,,,,,,,
GARRISON MEMORIAL HOSPITAL,407 3RD AVE SE,GARRISON,ND,58540,CRITICAL ACCESS,OPEN,USA,47.64840348,-101.4110396,,,,,,,,,,,,,,,,,,
COMMUNITY MEMORIAL HOSPITAL,220 5TH AVE W,TURTLE LAKE,ND,58575,CRITICAL ACCESS,OPEN,USA,47.51821552,-100.8944481,,,,,,,,,,,,,,,,,,
SAKAKAWEA MEDICAL CENTER - CAH,510 8TH AVENUE NE,HAZEN,ND,58545,CRITICAL ACCESS,OPEN,USA,47.29863667,-101.6106,,,,,,,,,,,,,,,,,,
WISHEK COMMUNITY HOSPITAL,1007 4TH AVE S,WISHEK,ND,58495,CRITICAL ACCESS,OPEN,USA,46.2554155,-99.55168128,,,,,,,,,,,,,,,,,,
ASHLEY MEDICAL CENTER,612 CENTER AVENUE N,ASHLEY,ND,58413,CRITICAL ACCESS,OPEN,USA,46.04007587,-99.37244121,,,,,,,,,,,,,,,,,,
MCKENZIE COUNTY HEALTHCARE SYSTEMS,516 NORTH MAIN ST,WATFORD CITY,ND,58854,CRITICAL ACCESS,OPEN,USA,47.80698314,-103.2825162,,,,,,,,,,,,,,,,,,
VIBRA HOSPITAL OF CENTRAL DAKOTAS,1000 18TH ST NW,MANDAN,ND,58554,LONG TERM CARE,OPEN,USA,46.8418693,-100.9076977,,,,,,,,,,,,,,,,,,
CARRINGTON HEALTH CENTER,800 4TH ST N,CARRINGTON,ND,58421,CRITICAL ACCESS,OPEN,USA,47.45422959,-99.12382002,,,,,,,,,,,,,,,,,,
JACOBSON MEMORIAL HOSPITAL & CARE CENTER,601 EAST ST N,ELGIN,ND,58533,CRITICAL ACCESS,OPEN,USA,46.40732581,-101.8414635,,,,,,,,,,,,,,,,,,
ALTRU HOSPITAL,1200 S COLUMBIA RD,GRAND FORKS,ND,58201,GENERAL ACUTE CARE,OPEN,USA,47.910573,-97.06868619,,,,,,,,,,,,,,,,,,
NORTHWOOD DEACONESS HEALTH CENTER,4 NORTH PARK ST,NORTHWOOD,ND,58267,CRITICAL ACCESS,OPEN,USA,47.73510551,-97.57469526,,,,,,,,,,,,,,,,,,
RICHARD P. STADTER PSYCHIATRIC CENTER,1451 44TH AVE S,GRAND FORKS,ND,58208,PSYCHIATRIC,OPEN,USA,47.87786025,-97.04697286,,,,,,,,,,,,,,,,,,
ALTRU REHABILITATION CENTER,1300 S COLUMBIA RD,GRAND FORKS,ND,58206,REHABILITATION,OPEN,USA,47.90954377,-97.06973339,,,,,,,,,,,,,,,,,,
COOPERSTOWN MEDICAL CENTER,1200 ROBERTS AVE NE,COOPERSTOWN,ND,58425,CRITICAL ACCESS,OPEN,USA,47.44595605,-98.11855687,,,,,,,,,,,,,,,,,,
ST ANDREWS HEALTH CENTER - CAH,316 OHMER STREET,BOTTINEAU,ND,58318,CRITICAL ACCESS,OPEN,USA,48.82912481,-100.4499813,,,,,,,,,,,,,,,,,,
MERCY HOSPITAL OF VALLEY CITY,570 CHAUTAUQUA BLVD,VALLEY CITY,ND,58072,CRITICAL ACCESS,OPEN,USA,46.92838832,-97.99403843,,,,,,,,,,,,,,,,,,
WEST RIVER REGIONAL MEDICAL CENTER-CAH,1000 HIGHWAY 12,HETTINGER,ND,58639,CRITICAL ACCESS,OPEN,USA,46.00180059,-102.6285744,,,,,,,,,,,,,,,,,,
MOUNTRAIL COUNTY MEDICAL CENTER,615 6TH ST SE,STANLEY,ND,58784,CRITICAL ACCESS,OPEN,USA,48.31129385,-102.3804219,,,,,,,,,,,,,,,,,,
OAKES COMMUNITY HOSPITAL,1200 N 7TH ST,OAKES,ND,58474,CRITICAL ACCESS,OPEN,USA,46.15038066,-98.08889428,,,,,,,,,,,,,,,,,,
ST LUKE'S HOSPITAL,702 1ST ST SW,CROSBY,ND,58730,CRITICAL ACCESS,OPEN,USA,48.90669296,-103.2990347,,,,,,,,,,,,,,,,,,
LINTON HOSPITAL - CAH,518 NORTH BROADWAY,LINTON,ND,58552,CRITICAL ACCESS,OPEN,USA,46.27155757,-100.2333904,,,,,,,,,,,,,,,,,,
CAVALIER COUNTY MEMORIAL HOSPITAL,909 2ND ST,LANGDON,ND,58249,CRITICAL ACCESS,OPEN,USA,48.76195731,-98.36602008,,,,,,,,,,,,,,,,,,
SOUTHWEST HEALTHCARE SERVICES,14 6TH AVE SW,BOWMAN,ND,58623,CRITICAL ACCESS,OPEN,USA,46.18187141,-103.4046604,,,,,,,,,,,,,,,,,,
ST ALEXIUS MEDICAL CENTER,900 E BROADWAY,BISMARCK,ND,58501,GENERAL ACUTE CARE,OPEN,USA,46.80738232,-100.7778005,,,,,,,,,,,,,,,,,,
SANFORD BISMARCK,300 N 7TH ST,BISMARCK,ND,58506,GENERAL ACUTE CARE,OPEN,USA,46.80794623,-100.7823385,,,,,,,,,,,,,,,,,,
SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,GENERAL ACUTE CARE,OPEN,USA,46.88494449,-96.78605485,,,,,,,,,,,,,,,,,,
FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,MILITARY,OPEN,USA,46.90601018,-96.77521876,,,,,,,,,,,,,,,,,,
ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,ND,58104,GENERAL ACUTE CARE,OPEN,USA,46.83148799,-96.82750545,,,,,,,,,,,,,,,,,,
VIBRA HOSPITAL OF FARGO,1720 UNIVERSITY DR S,FARGO,ND,58103,LONG TERM CARE,OPEN,USA,46.85314775,-96.79744176,,,,,,,,,,,,,,,,,,
SANFORD MEDICAL CENTER FARGO,1720 UNIVERSITY DR S,FARGO,ND,58103,GENERAL ACUTE CARE,OPEN,USA,46.853883,-96.79753753,,,,,,,,,,,,,,,,,,
LISBON AREA HEALTH SERVICES,905 MAIN ST,LISBON,ND,58054,CRITICAL ACCESS,OPEN,USA,46.43732599,-97.68031642,,,,,,,,,,,,,,,,,,
MERCY HOSPITAL OF DEVIL'S LAKE,1031 7TH ST NE,DEVIL'S LAKE,ND,58301,CRITICAL ACCESS,OPEN,USA,48.11570443,-98.84929745,,,,,,,,,,,,,,,,,,
JAMESTOWN REGIONAL MEDICAL CENTER,2422 20TH ST SW,JAMESTOWN,ND,58401,CRITICAL ACCESS,OPEN,USA,46.89013142,-98.74662757,,,,,,,,,,,,,,,,,,
NORTH DAKOTA STATE HOSPITAL,2605 CIRCLE DR,JAMESTOWN,ND,58402,PSYCHIATRIC,OPEN,USA,46.88433277,-98.68474853,,,,,,,,,,,,,,,,,,
TOWNER COUNTY MEDICAL CENTER,HWY 281 N,CANDO,ND,58324,CRITICAL ACCESS,OPEN,USA,48.493022,-99.21113613,,,,,,,,,,,,,,,,,,
SANFORD MAYVILLE,42 6TH AVENUE SE,MAYVILLE,ND,58257,CRITICAL ACCESS,OPEN,USA,47.50074328,-97.31690787,,,,,,,,,,,,,,,,,,
SANFORD HILLSBORO MEDICAL CENTER - CAH,12 THIRD STREET SOUTH EAST,HILLSBORO,ND,58045,CRITICAL ACCESS,OPEN,USA,47.40325086,-97.05583793,,,,,,,,,,,,,,,,,,
UNITY MEDICAL CENTER,164 W 13TH STREET,GRAFTON,ND,58237,CRITICAL ACCESS,OPEN,USA,48.41100274,-97.41433135,,,,,,,,,,,,,,,,,,
FIRST CARE HEALTH CENTER,115 VIVIAN ST,PARK RIVER,ND,58270,CRITICAL ACCESS,OPEN,USA,48.39957758,-97.7441438,,,,,,,,,,,,,,,,,,
HEART OF AMERICA MEDICAL CENTER,800 S MAIN AVE,RUGBY,ND,58368,CRITICAL ACCESS,OPEN,USA,48.36341557,-99.99724108,,,,,,,,,,,,,,,,,,
NELSON COUNTY HEALTH SYSTEM,200 N MAIN ST,MCVILLE,ND,58254,CRITICAL ACCESS,OPEN,USA,47.76564266,-98.17774957,,,,,,,,,,,,,,,,,,
P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,5 MOONLIGHT DR HWY,BELCOURT,ND,58316,GENERAL ACUTE CARE,OPEN,USA,48.84335987,-99.74873024,,,,,,,,,,,,,,,,,,
PRESENTATION MEDICAL CENTER,213 SECOND AVE NE,ROLLA,ND,58367,CRITICAL ACCESS,OPEN,USA,48.86264241,-99.61555784,,,,,,,,,,,,,,,,,,
TIOGA MEDICAL CENTER,810 N WELO ST,TIOGA,ND,58852,CRITICAL ACCESS,OPEN,USA,48.40300193,-102.9345071,,,,,,,,,,,,,,,,,,
MERCY MEDICAL CENTER,1301 15TH AVE W,WILLISTON,ND,58801,CRITICAL ACCESS,OPEN,USA,48.15595076,-103.6460137,,,,,,,,,,,,,,,,,,
ST ALOISIUS MEDICAL CENTER,325 E BREWSTER ST,HARVEY,ND,58341,CRITICAL ACCESS,OPEN,USA,47.76709689,-99.93205126,,,,,,,,,,,,,,,,,,
KENMARE COMMUNITY HOSPITAL,317 1ST AVENUE,KENMARE,ND,58746,CRITICAL ACCESS,OPEN,USA,48.67423835,-102.0844882,,,,,,,,,,,,,,,,,,
TRINITY HOSPITALS,1 W BURDICK EXPY,MINOT,ND,58701,GENERAL ACUTE CARE,OPEN,USA,48.23222596,-101.2940853,,,,,,,,,,,,,,,,,,
PRAIRIE SAINT JOHN'S,510 4TH STREET SOUTH,FARGO,ND,58103,PSYCHIATRIC,OPEN,USA,46.86919521,-96.78500526,,,,,,,,,,,,,,,,,,
TRINITY HOSPITAL - SAINT JOSEPHS,407 3RD STREET SOUTHEAST,MINOT,ND,58701,GENERAL ACUTE CARE,OPEN,USA,48.23216459,-101.2872043,,,,,,,,,,,,,,,,,,
ST JOSEPH'S HOSPITAL AND HEALTH CENTER,2500 FAIRWAY STREET,DICKINSON,ND,58601,CRITICAL ACCESS,OPEN,USA,46.88907589,-102.8205504,,,,,,,,,,,,,,,,,,
ALTRU SPECIALTY HOSPITAL,4500 S WASHINGTON ST,GRAND FORKS,ND,58201,GENERAL ACUTE CARE,OPEN,USA,47.87696081,-97.04744399,,,,,,,,,,,,,,,,,,
MADONNA REHABILITATION SPECIALTY HOSPITAL,2500 BELLEVUE MEDICAL CENTER DRIVE,BELLEVUE,NE,68123,LONG TERM CARE,OPEN,USA,41.1374108,-95.94789084,,,,,,,,,,,,,,,,,,
BOYS TOWN NATIONAL RESEARCH HOSPITAL - WEST,14000 BOYS TOWN HOSPITAL RD,BOYS TOWN,NE,68010,CHILDREN,OPEN,USA,41.24999472,-96.13302258,,,,,,,,,,,,,,,,,,
"BEATRICE COMMUNITY HOSPITAL & HEALTH CENTER, INC",N 10TH ST,BEATRICE,NE,68310,CRITICAL ACCESS,CLOSED,USA,40.27733848,-96.74022547,,,,,,,,,,,,,,,,,,
CHI HEALTH RICHARD YOUNG BEHAVIORAL HEALTH,"P O BOX 1750, 1755 PRAIRIE VIEW PL",KEARNEY,NE,68847,PSYCHIATRIC,OPEN,USA,40.72045525,-99.10673839,,,,,,,,,,,,,,,,,,
FILLMORE COUNTY HOSPITAL,1900 F STREET,GENEVA,NE,68361,CRITICAL ACCESS,OPEN,USA,40.52660052,-97.59495531,,,,,,,,,,,,,,,,,,
GENOA COMMUNITY HOSPITAL,606/706 EWING AVE,GENOA,NE,68640,CRITICAL ACCESS,OPEN,USA,41.44392146,-97.73258369,,,,,,,,,,,,,,,,,,
MARY LANNING MEMORIAL HOSPITAL,715 N ST JOSEPH AVE,HASTINGS,NE,68901,GENERAL ACUTE CARE,OPEN,USA,40.5909138,-98.38806583,,,,,,,,,,,,,,,,,,
CHI HEALTH ST. FRANCIS,2620 WEST FAIDLEY AVE,GRAND ISLAND,NE,68803,GENERAL ACUTE CARE,OPEN,USA,40.92605948,-98.37164271,,,,,,,,,,,,,,,,,,
KEARNEY REGIONAL MEDICAL CENTER,804 22ND AVENUE,KEARNEY,NE,68845,GENERAL ACUTE CARE,OPEN,USA,40.68205095,-99.11258973,,,,,,,,,,,,,,,,,,
CHI HEALTH GOOD SAMARITAN,"P O BOX 1990, 10 EAST 31ST ST",KEARNEY,NE,68848,GENERAL ACUTE CARE,OPEN,USA,40.70766371,-99.08158246,,,,,,,,,,,,,,,,,,
LINCOLN REGIONAL CENTER,FOLSOM & WEST PROSPECTOR,LINCOLN,NE,68509,PSYCHIATRIC,OPEN,USA,40.78078063,-96.73392501,,,,,,,,,,,,,,,,,,
LINCOLN SURGICAL HOSPITAL,1710 SOUTH 70TH ST,LINCOLN,NE,68506,GENERAL ACUTE CARE,OPEN,USA,40.79473301,-96.62350501,,,,,,,,,,,,,,,,,,
BRYAN MEDICAL CENTER,1600 SOUTH 48TH ST,LINCOLN,NE,68506,GENERAL ACUTE CARE,OPEN,USA,40.79589821,-96.65226399,,,,,,,,,,,,,,,,,,
MADONNA REHABILITATION HOSPITAL,5401 SOUTH ST,LINCOLN,NE,68506,REHABILITATION,OPEN,USA,40.79018335,-96.64701061,,,,,,,,,,,,,,,,,,
SELECT SPECIALITY HOSPITAL - LINCOLN,2300 SOUTH 16TH STREET,LINCOLN,NE,68502,LONG TERM CARE,OPEN,USA,40.78948023,-96.69815566,,,,,,,,,,,,,,,,,,
CHI HEALTH NEBRASKA HEART,7500 SOUTH 91ST ST,LINCOLN,NE,68526,GENERAL ACUTE CARE,OPEN,USA,40.73668103,-96.59351305,,,,,,,,,,,,,,,,,,
CHI HEALTH ST. ELIZABETH,555 SOUTH 70TH ST,LINCOLN,NE,68510,GENERAL ACUTE CARE,OPEN,USA,40.80837947,-96.62717865,,,,,,,,,,,,,,,,,,
BRYAN MEDICAL CENTER,2300 SOUTH 16TH ST,LINCOLN,NE,68502,GENERAL ACUTE CARE,OPEN,USA,40.78948023,-96.69815566,,,,,,,,,,,,,,,,,,
CHILDREN'S HOSPITAL & MEDICAL CENTER,8200 DODGE ST,OMAHA,NE,68114,CHILDREN,OPEN,USA,41.26093648,-96.04225591,,,,,,,,,,,,,,,,,,
METHODIST HOSPITAL,8303 DODGE ST,OMAHA,NE,68114,GENERAL ACUTE CARE,OPEN,USA,41.25964267,-96.04136103,,,,,,,,,,,,,,,,,,
CHI HEALTH CREIGHTON UNIVERSITY MEDICAL - BERGAN MERCY,7500 MERCY RD,OMAHA,NE,68124,GENERAL ACUTE CARE,OPEN,USA,41.23963802,-96.03107033,,,,,,,,,,,,,,,,,,
LASTING HOPE RECOVERY CENTER,415 SOUTH 25TH AVENUE,OMAHA,NE,68131,PSYCHIATRIC,OPEN,USA,41.25586491,-95.94851923,,,,,,,,,,,,,,,,,,
METHODIST WOMEN'S HOSPITAL,707 NORTH 190TH PLAZA,OMAHA,NE,68022,WOMEN,OPEN,USA,41.26463957,-96.21228906,,,,,,,,,,,,,,,,,,
"NEBRASKA SPINE HOSPITAL, LLC",6901 NORTH 72ND STREET,OMAHA,NE,68122,SPECIAL,OPEN,USA,41.32205434,-96.02035632,,,,,,,,,,,,,,,,,,
NEBRASKA ORTHOPAEDIC HOSPITAL,2808 SOUTH 143RD PLZ,OMAHA,NE,68144,SPECIAL,OPEN,USA,41.23286977,-96.13563712,,,,,,,,,,,,,,,,,,
TRI VALLEY HEALTH SYSTEM,1305 WEST HIGHWAY 34,CAMBRIDGE,NE,69022,CRITICAL ACCESS,OPEN,USA,40.28060501,-100.1803593,,,,,,,,,,,,,,,,,,
FRANKLIN COUNTY MEMORIAL HOSPITAL,1406 Q ST,FRANKLIN,NE,68939,CRITICAL ACCESS,OPEN,USA,40.10182898,-98.95413257,,,,,,,,,,,,,,,,,,
JENNIE M MELHAM MEMORIAL MEDICAL CENTER,145 MEMORIAL DRIVE,BROKEN BOW,NE,68822,CRITICAL ACCESS,OPEN,USA,41.40944851,-99.63187635,,,,,,,,,,,,,,,,,,
NIOBRARA VALLEY HOSPITAL,401 SOUTH 5TH STREET,LYNCH,NE,68746,CRITICAL ACCESS,OPEN,USA,42.82457353,-98.46849408,,,,,,,,,,,,,,,,,,
BOX BUTTE GENERAL HOSPITAL,2101 BOX BUTTE AVE,ALLIANCE,NE,69301,CRITICAL ACCESS,OPEN,USA,42.11683654,-102.8698549,,,,,,,,,,,,,,,,,,
BOONE COUNTY HEALTH CENTER,723 WEST FAIRVIEW ST,ALBION,NE,68620,CRITICAL ACCESS,OPEN,USA,41.68304081,-98.00574016,,,,,,,,,,,,,,,,,,
GORDON MEMORIAL HOSPITAL DISTRICT,300 EAST 8TH ST,GORDON,NE,69343,CRITICAL ACCESS,OPEN,USA,42.81217752,-102.1998518,,,,,,,,,,,,,,,,,,
THAYER COUNTY HEALTH SERVICES,120 PARK AVE,HEBRON,NE,68370,CRITICAL ACCESS,OPEN,USA,40.16063927,-97.59373043,,,,,,,,,,,,,,,,,,
AVERA CREIGHTON HOSPITAL,1503 MAIN ST,CREIGHTON,NE,68729,CRITICAL ACCESS,OPEN,USA,42.46591834,-97.91689794,,,,,,,,,,,,,,,,,,
VALLEY COUNTY HEALTH SYSTEM,2707 L STREET,ORD,NE,68862,CRITICAL ACCESS,OPEN,USA,41.60211148,-98.94280528,,,,,,,,,,,,,,,,,,
PENDER COMMUNITY HOSPITAL,100 HOSPITAL DRIVE,PENDER,NE,68047,CRITICAL ACCESS,OPEN,USA,42.10666503,-96.71094042,,,,,,,,,,,,,,,,,,
NEMAHA COUNTY HOSPITAL,2022  13TH ST,AUBURN,NE,68305,CRITICAL ACCESS,OPEN,USA,40.39122889,-95.85332562,,,,,,,,,,,,,,,,,,
MORRILL COUNTY COMMUNITY HOSPITAL,1313 S STREET,BRIDGEPORT,NE,69336,CRITICAL ACCESS,OPEN,USA,41.66176428,-103.0922854,,,,,,,,,,,,,,,,,,
LITZENBERG MEMORIAL COUNTY HOSPITAL,1715  26TH ST,CENTRAL CITY,NE,68826,CRITICAL ACCESS,OPEN,USA,41.10729705,-98.00293433,,,,,,,,,,,,,,,,,,
BRODSTONE MEMORIAL HOSP,520 EAST 10TH ST,SUPERIOR,NE,68978,CRITICAL ACCESS,OPEN,USA,40.02644338,-98.06594912,,,,,,,,,,,,,,,,,,
ST MARY'S COMMUNITY HOSPITAL,1314  3RD AVE,NEBRASKA CITY,NE,68410,CRITICAL ACCESS,CLOSED,USA,40.67978577,-95.8621545,,,,,,,,,,,,,,,,,,
COMMUNITY MEMORIAL HOSPITAL,1579 MIDLAND ST,SYRACUSE,NE,68446,CRITICAL ACCESS,OPEN,USA,40.6673055,-96.18685133,,,,,,,,,,,,,,,,,,
PAWNEE COUNTY MEMORIAL HOSPITAL,600 I ST,PAWNEE CITY,NE,68420,CRITICAL ACCESS,OPEN,USA,40.10851943,-96.15004086,,,,,,,,,,,,,,,,,,
PHELPS MEMORIAL HEALTH CENTER,1215 TIBBALS ST,HOLDREGE,NE,68949,CRITICAL ACCESS,OPEN,USA,40.44788905,-99.3830701,,,,,,,,,,,,,,,,,,
HOWARD COUNTY MEDICAL CENTER,1113 SHERMAN ST,ST PAUL,NE,68873,CRITICAL ACCESS,OPEN,USA,41.21705449,-98.46323549,,,,,,,,,,,,,,,,,,
REGIONAL WEST GARDEN COUNTY HOSPITAL,1100 WEST 2ND ST,OSHKOSH,NE,69154,CRITICAL ACCESS,OPEN,USA,41.41268483,-102.3483348,,,,,,,,,,,,,,,,,,
THE NEBRASKA MEDICAL CENTER,987400 NEBRASKA MEDICAL CENTER,OMAHA,NE,68198,GENERAL ACUTE CARE,OPEN,USA,41.255229,-95.97863498,,,,,,,,,,,,,,,,,,
CHI HEALTH CREIGHTON UNIVERSITY MEDICAL CENTER,601 NORTH 30TH ST,OMAHA,NE,68131,GENERAL ACUTE CARE,OPEN,USA,41.26510918,-95.95481971,,,,,,,,,,,,,,,,,,
CHI HEALTH MIDLANDS,11111 SOUTH 84TH ST,PAPILLION,NE,68046,GENERAL ACUTE CARE,OPEN,USA,41.13585352,-96.04010459,,,,,,,,,,,,,,,,,,
SIDNEY REGIONAL MEDICAL CENTER,1000 POLE CREEK CROSSING,SIDNEY,NE,69162,GENERAL ACUTE CARE,OPEN,USA,41.13621214,-102.9521196,,,,,,,,,,,,,,,,,,
RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,GENERAL ACUTE CARE,OPEN,USA,27.26026803,-80.82869498,,,,,,,,,,,,,,,,,,
ARNOLD PALMER HOSPITAL FOR CHILDREN,92 W MILLER ST,ORLANDO,FL,32806,CHILDREN,OPEN,USA,28.52361864,-81.37927042,,,,,,,,,,,,,,,,,,
